fichier,nom_court,variable,type,valeurs_manquantes,valeurs_infinies,valeurs_zero,mediane,valeurs_uniques
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,ACK Flag Count,int64,0,0,141049,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,URG Flag Count,int64,0,0,172037,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,CWE Flag Count,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,ECE Flag Count,int64,0,0,190985,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Down/Up Ratio,int64,0,0,62059,1.0,7
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Average Packet Size,float64,0,0,16123,79.25,26742
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Avg Fwd Segment Size,float64,0,0,17239,38.11235955,16555
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Avg Bwd Segment Size,float64,0,0,38435,89.0,21029
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Header Length.1,int64,0,0,172,64.0,1213
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Avg Bytes/Bulk,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Avg Packets/Bulk,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Avg Bulk Rate,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Avg Bytes/Bulk,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Avg Packets/Bulk,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Avg Bulk Rate,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Subflow Fwd Packets,int64,0,0,0,2.0,505
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Subflow Fwd Bytes,int64,0,0,17239,70.0,6244
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Subflow Bwd Packets,int64,0,0,23912,2.0,617
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Subflow Bwd Bytes,int64,0,0,38435,152.0,13880
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Init_Win_bytes_forward,int64,0,0,2447,-1.0,3594
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Init_Win_bytes_backward,int64,0,0,5459,-1.0,3665
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,act_data_pkt_fwd,int64,0,0,55579,1.0,435
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,min_seg_size_forward,int64,0,0,184,20.0,15
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Active Mean,float64,0,0,160593,0.0,29368
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Active Std,float64,0,0,173288,0.0,17657
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Active Max,int64,0,0,160593,0.0,28888
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Active Min,int64,0,0,160593,0.0,21730
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Idle Mean,float64,0,0,160490,0.0,14109
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Idle Std,float64,0,0,173234,0.0,17219
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Idle Max,int64,0,0,160490,0.0,7762
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Idle Min,int64,0,0,160490,0.0,16884
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Label,object,0,0,0,,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,Destination Port,int64,0,0,317,80.0,30238
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow Duration,int64,0,0,437,31303.0,225076
Monday-WorkingHours.pcap_ISCX.csv,Monday,Total Fwd Packets,int64,0,0,0,2.0,662
Monday-WorkingHours.pcap_ISCX.csv,Monday,Total Backward Packets,int64,0,0,77316,2.0,844
Monday-WorkingHours.pcap_ISCX.csv,Monday,Total Length of Fwd Packets,int64,0,0,62342,68.0,9511
Monday-WorkingHours.pcap_ISCX.csv,Monday,Total Length of Bwd Packets,int64,0,0,132893,144.0,25014
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Packet Length Max,int64,0,0,62342,40.0,3614
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Packet Length Min,int64,0,0,216961,6.0,206
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Packet Length Mean,float64,0,0,62342,38.0,32863
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Packet Length Std,float64,0,0,346791,0.0,61725
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Packet Length Max,int64,0,0,132893,91.0,3872
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Packet Length Min,int64,0,0,252392,6.0,438
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Packet Length Mean,float64,0,0,132893,81.0,45287
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Packet Length Std,float64,0,0,391571,0.0,63107
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow Bytes/s,float64,64,373,57544,5556.2571031696,326130
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow Packets/s,float64,0,437,0,114.4813137876,246028
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow IAT Mean,float64,0,0,437,10783.9,248699
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow IAT Std,float64,0,0,184539,121.820906799,240672
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow IAT Max,int64,0,0,437,30899.0,196660
Monday-WorkingHours.pcap_ISCX.csv,Monday,Flow IAT Min,int64,0,0,13163,4.0,50378
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd IAT Total,int64,0,0,127927,4.0,182085
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd IAT Mean,float64,0,0,127927,4.0,186286
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd IAT Std,float64,0,0,351490,0.0,164739
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd IAT Max,int64,0,0,127927,4.0,153200
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd IAT Min,int64,0,0,131721,3.0,45631
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd IAT Total,int64,0,0,229092,3.0,140444
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd IAT Mean,float64,0,0,229092,3.0,144506
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd IAT Std,float64,0,0,391396,0.0,134184
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd IAT Max,int64,0,0,229092,3.0,120897
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd IAT Min,int64,0,0,231638,1.0,27070
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd PSH Flags,int64,0,0,495930,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd PSH Flags,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd URG Flags,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd URG Flags,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Header Length,int64,0,0,323,64.0,1728
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Header Length,int64,0,0,77324,40.0,1948
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Packets/s,float64,0,0,452,63.202136248,243096
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Packets/s,float64,0,0,77544,28.31003260435,223150
Monday-WorkingHours.pcap_ISCX.csv,Monday,Min Packet Length,int64,0,0,223807,6.0,145
Monday-WorkingHours.pcap_ISCX.csv,Monday,Max Packet Length,int64,0,0,57608,94.0,4401
Monday-WorkingHours.pcap_ISCX.csv,Monday,Packet Length Mean,float64,0,0,57608,60.0,61759
Monday-WorkingHours.pcap_ISCX.csv,Monday,Packet Length Std,float64,0,0,132111,28.4815729903,86977
Monday-WorkingHours.pcap_ISCX.csv,Monday,Packet Length Variance,float64,0,0,132111,811.2,87078
Monday-WorkingHours.pcap_ISCX.csv,Monday,FIN Flag Count,int64,0,0,517758,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,SYN Flag Count,int64,0,0,495930,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,RST Flag Count,int64,0,0,529846,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,PSH Flag Count,int64,0,0,398166,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,ACK Flag Count,int64,0,0,367498,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,URG Flag Count,int64,0,0,466332,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,CWE Flag Count,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,ECE Flag Count,int64,0,0,529845,0.0,2
Monday-WorkingHours.pcap_ISCX.csv,Monday,Down/Up Ratio,int64,0,0,201162,1.0,11
Monday-WorkingHours.pcap_ISCX.csv,Monday,Average Packet Size,float64,0,0,57608,75.75,60693
Monday-WorkingHours.pcap_ISCX.csv,Monday,Avg Fwd Segment Size,float64,0,0,62342,38.0,32863
Monday-WorkingHours.pcap_ISCX.csv,Monday,Avg Bwd Segment Size,float64,0,0,132893,81.0,45285
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Header Length.1,int64,0,0,323,64.0,1728
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Avg Bytes/Bulk,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Avg Packets/Bulk,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Fwd Avg Bulk Rate,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Avg Bytes/Bulk,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Avg Packets/Bulk,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Bwd Avg Bulk Rate,int64,0,0,529918,0.0,1
Monday-WorkingHours.pcap_ISCX.csv,Monday,Subflow Fwd Packets,int64,0,0,0,2.0,662
Monday-WorkingHours.pcap_ISCX.csv,Monday,Subflow Fwd Bytes,int64,0,0,62342,68.0,9511
Monday-WorkingHours.pcap_ISCX.csv,Monday,Subflow Bwd Packets,int64,0,0,77316,2.0,844
Monday-WorkingHours.pcap_ISCX.csv,Monday,Subflow Bwd Bytes,int64,0,0,132893,144.0,25014
Monday-WorkingHours.pcap_ISCX.csv,Monday,Init_Win_bytes_forward,int64,0,0,12072,115.0,5991
Monday-WorkingHours.pcap_ISCX.csv,Monday,Init_Win_bytes_backward,int64,0,0,14607,-1.0,6262
Monday-WorkingHours.pcap_ISCX.csv,Monday,act_data_pkt_fwd,int64,0,0,166401,1.0,553
Monday-WorkingHours.pcap_ISCX.csv,Monday,min_seg_size_forward,int64,0,0,329,32.0,17
Monday-WorkingHours.pcap_ISCX.csv,Monday,Active Mean,float64,0,0,454330,0.0,70330
Monday-WorkingHours.pcap_ISCX.csv,Monday,Active Std,float64,0,0,486135,0.0,43140
Monday-WorkingHours.pcap_ISCX.csv,Monday,Active Max,int64,0,0,454330,0.0,68593
Monday-WorkingHours.pcap_ISCX.csv,Monday,Active Min,int64,0,0,454330,0.0,46176
Monday-WorkingHours.pcap_ISCX.csv,Monday,Idle Mean,float64,0,0,453897,0.0,74802
Monday-WorkingHours.pcap_ISCX.csv,Monday,Idle Std,float64,0,0,485959,0.0,43838
Monday-WorkingHours.pcap_ISCX.csv,Monday,Idle Max,int64,0,0,453897,0.0,64522
Monday-WorkingHours.pcap_ISCX.csv,Monday,Idle Min,int64,0,0,453897,0.0,66754
Monday-WorkingHours.pcap_ISCX.csv,Monday,Label,object,0,0,0,,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Destination Port,int64,0,0,285,443.0,24688
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow Duration,int64,0,0,207,307.0,104921
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Total Fwd Packets,int64,0,0,0,2.0,551
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Total Backward Packets,int64,0,0,63409,2.0,678
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Total Length of Fwd Packets,int64,0,0,26012,49.0,6841
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Total Length of Bwd Packets,int64,0,0,82715,72.0,16391
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Packet Length Max,int64,0,0,26012,32.0,3046
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Packet Length Min,int64,0,0,84175,2.0,156
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Packet Length Mean,float64,0,0,26012,29.0,19496
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Packet Length Std,float64,0,0,217934,0.0,30071
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Packet Length Max,int64,0,0,82715,48.0,3170
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Packet Length Min,int64,0,0,129954,6.0,368
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Packet Length Mean,float64,0,0,82715,47.0,25195
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Packet Length Std,float64,0,0,234331,0.0,30670
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow Bytes/s,float64,18,189,25058,19304.03861,143974
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow Packets/s,float64,0,207,0,10230.17903,113401
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow IAT Mean,float64,0,0,207,170.5,112223
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow IAT Std,float64,0,0,108380,32.261873304999995,100121
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow IAT Max,int64,0,0,207,271.0,74325
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Flow IAT Min,int64,0,0,6241,4.0,26798
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd IAT Total,int64,0,0,54758,11.0,45770
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd IAT Mean,float64,0,0,54758,6.0,73255
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd IAT Std,float64,0,0,214180,0.0,65126
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd IAT Max,int64,0,0,54758,8.0,45899
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd IAT Min,int64,0,0,55566,3.0,17929
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd IAT Total,int64,0,0,126299,3.0,26925
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd IAT Mean,float64,0,0,126299,3.0,53466
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd IAT Std,float64,0,0,234336,0.0,49876
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd IAT Max,int64,0,0,126299,3.0,27515
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd IAT Min,int64,0,0,126921,1.0,8321
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd PSH Flags,int64,0,0,278151,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd PSH Flags,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd URG Flags,int64,0,0,288287,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd URG Flags,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Header Length,int64,0,0,285,48.0,1328
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Header Length,int64,0,0,63466,40.0,1462
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Packets/s,float64,0,0,211,6349.206349,112421
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Packets/s,float64,0,0,63442,26.433872365,104380
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Min Packet Length,int64,0,0,85041,2.0,122
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Max Packet Length,int64,0,0,25076,53.0,3763
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Packet Length Mean,float64,0,0,25076,41.4,32871
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Packet Length Std,float64,0,0,87182,10.40672859,41154
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Packet Length Variance,float64,0,0,87182,108.3,41154
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,FIN Flag Count,int64,0,0,283622,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,SYN Flag Count,int64,0,0,278151,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,RST Flag Count,int64,0,0,288524,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,PSH Flag Count,int64,0,0,171256,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,ACK Flag Count,int64,0,0,222479,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,URG Flag Count,int64,0,0,263947,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,CWE Flag Count,int64,0,0,288287,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,ECE Flag Count,int64,0,0,288524,0.0,2
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Down/Up Ratio,int64,0,0,109868,1.0,20
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Average Packet Size,float64,0,0,25076,51.25,32193
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Avg Fwd Segment Size,float64,0,0,26012,29.0,19496
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Avg Bwd Segment Size,float64,0,0,82715,47.0,25195
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Header Length.1,int64,0,0,285,48.0,1328
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Avg Bytes/Bulk,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Avg Packets/Bulk,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Fwd Avg Bulk Rate,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Avg Bytes/Bulk,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Avg Packets/Bulk,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Bwd Avg Bulk Rate,int64,0,0,288602,0.0,1
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Subflow Fwd Packets,int64,0,0,0,2.0,551
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Subflow Fwd Bytes,int64,0,0,26012,49.0,6841
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Subflow Bwd Packets,int64,0,0,63409,2.0,678
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Subflow Bwd Bytes,int64,0,0,82715,72.0,16392
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Init_Win_bytes_forward,int64,0,0,4941,351.0,3914
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Init_Win_bytes_backward,int64,0,0,38091,-1.0,4182
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,act_data_pkt_fwd,int64,0,0,69878,1.0,421
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,min_seg_size_forward,int64,0,0,285,24.0,14
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Active Mean,float64,0,0,251663,0.0,36018
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Active Std,float64,0,0,265043,0.0,23447
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Active Max,int64,0,0,251663,0.0,35416
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Active Min,int64,0,0,251663,0.0,25911
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Idle Mean,float64,0,0,251568,0.0,18588
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Idle Std,float64,0,0,264970,0.0,22928
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Idle Max,int64,0,0,251568,0.0,9959
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Idle Min,int64,0,0,251568,0.0,21203
Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,Thu-Infiltration,Label,object,0,0,0,,2
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Destination Port,int64,0,0,141,80.0,17787
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow Duration,int64,0,0,135,31412.0,84549
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Total Fwd Packets,int64,0,0,0,2.0,488
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Total Backward Packets,int64,0,0,21596,2.0,576
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Total Length of Fwd Packets,int64,0,0,18586,68.0,5763
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Total Length of Bwd Packets,int64,0,0,38079,134.0,13285
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd Packet Length Max,int64,0,0,18586,41.0,2594
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd Packet Length Min,int64,0,0,60749,6.0,162
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd Packet Length Mean,float64,0,0,18586,38.0,15505
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd Packet Length Std,float64,0,0,118762,0.0,23334
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Bwd Packet Length Max,int64,0,0,38079,87.0,2897
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Bwd Packet Length Min,int64,0,0,71450,6.0,383
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Bwd Packet Length Mean,float64,0,0,38079,79.0,19796
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Bwd Packet Length Std,float64,0,0,131345,0.0,23608
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow Bytes/s,float64,20,115,18083,4826.31118,112495
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow Packets/s,float64,0,135,0,93.63880392,90876
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow IAT Mean,float64,0,0,135,14399.977775,89208
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow IAT Std,float64,0,0,59079,103.53098715,75945
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow IAT Max,int64,0,0,135,30860.0,61428
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Flow IAT Min,int64,0,0,3729,4.0,23633
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd IAT Total,int64,0,0,44346,4.0,35618
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd IAT Mean,float64,0,0,44346,4.0,56266
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd IAT Std,float64,0,0,112646,0.0,50016
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd IAT Max,int64,0,0,44346,4.0,36225
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Fwd IAT Min,int64,0,0,45124,3.0,13467
Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,Thu-WebAttacks,Bwd IAT Total,int64,0,0,74068,3.0,19624
