, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
 Bwd IAT Min,-0.03904997640875675,0.1428636535287494,-0.0008754784913259342,-0.0009307892836597099,-0.003515731908895506,-0.0008589927784625342,-0.03155880216564365,0.03404391660919457,-0.004969017280061586,-0.03268874976180527,-0.06857726034842912,0.042391628991349836,-0.0683903561650343,-0.06603226088434802,-0.006682214809965165,-0.03527839919469727,0.41303354358183536,0.32171200772856723,0.15209547325663078,-0.006238110713159552,0.14290403424085202,0.6244835500648467,-0.03653658194990444,0.1518271825474369,0.8018333358551281,0.2271710621852522,0.8480847926956449,-0.007909906629933565,0.2905010878479487,1.0,0.1158949301952578,,,,-0.000942955863165439,-0.001082537512730189,-0.03411392824334068,-0.014982802868643298,0.06275270322790891,-0.06960483964674719,-0.06584185742112841,-0.07023502392384462,-0.057740563870593335,-0.034705389937676114,0.1158949301952578,-0.0021009522440566726,-0.022077334158265263,-0.03409675350455342,-0.030403917756448687,,-0.002105440143178778,0.04819805620372057,-0.06518487372866705,-0.004969017280061587,-0.06839035616503464,-0.000942955863165439,,,,,,,-0.0008754784913259349,-0.003515731908895506,-0.0009307892836597099,-0.0008589988696248534,-0.013005185350945454,-0.008537597970467325,-0.0006050236253821256,-0.010909991970973323,0.058465878160776474,0.1133208232574384,0.06826883333408076,0.0023897488553505214,0.14393580592451252,0.05733713396011545,0.15223645166189975,0.13936032236072451
Fwd PSH Flags,0.25570738674003507,-0.06779084969894782,0.004269979239674144,0.004317001804145982,0.017179359052392297,0.004062486284603806,-0.005006257296366087,0.05681933214890758,0.057033885133116136,0.017380265861731376,-0.1278652585509314,-0.06734876852666818,-0.1368723629411628,-0.12261290566452399,0.2067144623874523,0.12069870084321542,0.002200185485313822,-0.04399248996236806,-0.07004607180214444,0.0030374058777958564,-0.06683608562402482,0.01374720750529786,-0.08983517097754362,-0.06965888571423969,0.08595010026536373,-0.011358012327255909,0.07480946158661773,-0.04751665951271382,-0.008261074241979478,0.1158949301952578,1.0,,,,0.0039290779481955165,0.003975461179685205,0.12126868056565432,0.004548054625874469,-0.018732761552999265,-0.11756852168158972,-0.09762348574331153,-0.1130746576244582,-0.09839523631635311,-0.06891508708789255,1.0,-0.0038586359739079404,-0.10288056806930367,0.24765973325779075,-0.01745853633298729,,-0.0038668749247295687,-0.14977244952035695,-0.08593830544758906,0.057033885133116136,-0.13687236294115424,0.0039290779481955165,,,,,,,0.004269979239674145,0.017179359052392297,0.004317001804145981,0.0040602018104080595,-0.04556306082728203,-0.028545915973674802,0.00467711481770722,-0.005992595906604964,-0.005760297767648514,0.0031398904236829487,-0.0017640924028862312,-0.010593395485409928,-0.07744321277463548,0.005326081484390035,-0.07627476945413769,-0.07796274766845962
 Bwd PSH Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Fwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Bwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Fwd Header Length,-0.0041635623634301575,0.016722400917840736,0.999768303388831,0.9990459133830432,0.7262271273992483,0.9947587224433413,0.009815911422721814,-0.0035088057342974573,0.00024108935544027945,0.00204741076621393,0.017311525772733528,-0.005958605220793911,0.016762159910005233,0.0051651312683897565,0.00012970420461855752,-0.0034905684017429253,-0.001172833871877543,-0.0006068560174963681,0.0009676598597848816,-0.0006795344772241036,0.01662960278876711,-0.0013857403023581425,-0.000310950123294148,0.0009065422198897208,-0.00134778353703267,0.0209490900019487,-0.0007862594063797262,-0.00023905573769211324,0.0010693447655959368,-0.000942955863165439,0.0039290779481955165,,,,1.0,0.9990968555923803,-0.0033830701856490787,-0.001404785329096732,-0.005953328380582997,0.017309171232778107,0.020518386678194316,0.01003930471051254,0.005629048780237283,-0.0022512837255332313,0.003929077948195515,0.0006422282397616102,0.009777659046763233,0.0006202924990682337,-0.0036002010968521907,,0.0006398482237188415,0.0024691539690912356,0.018659136143878298,0.00024108935544027926,0.016762159910006687,1.0,,,,,,,0.999768303388831,0.7262271273992486,0.9990459133830429,0.9947428569340583,0.005975233753234104,-0.00020428874604385962,0.9989533224110684,-0.004260325687286787,0.007264854717396841,0.006014268034939781,0.008810269455899763,0.005602628701903148,0.0005566923981155638,0.00101202298442899,0.0006646851116160555,0.0004320361433732829
 Bwd Header Length,-0.003936124017416075,0.015941270176692633,0.9988236718087937,0.9999330228135538,0.7259639905871729,0.9925433905084126,0.00926825978048682,-0.003063138733832661,-0.00018567456366599456,0.0015855754902443133,0.016854252222359343,-0.004985948514327401,0.016469924062866802,0.0045903376527370796,5.9403892213800135e-05,-0.0038048421902481355,-0.0016573788048822222,-0.0011684893856049236,0.0003670017778147279,-0.0007632326784737249,0.01584193073071952,-0.0014796717361529315,-0.0007279314221399553,0.00029935269369875666,-0.0012167201746192925,0.02132788145124319,-0.0008333832629937094,0.00024366373186334068,0.0017631730966530682,-0.001082537512730189,0.003975461179685205,,,,0.9990968555923803,1.0,-0.003731032742079014,-0.001078113981611269,-0.0052118353238193565,0.016783010390904934,0.020802219921544424,0.00966591465962084,0.005210244326880036,-0.001212410578729771,0.003975461179685205,0.0003630775877441559,0.009009608420112067,-0.0004340617283943765,-0.002962460342331561,,0.00036139181205954176,0.005742866331198094,0.018965364354385564,-0.0001856745636659959,0.016469924062868815,0.9990968555923803,,,,,,,0.9988236718087937,0.7259639905871729,0.9999330228135539,0.9925312502795757,0.005136654335394047,-0.00012919235061249887,0.9981348920295543,-0.005447479645248092,0.006296661803805684,0.005021951976011217,0.007853811056134547,0.005094477118424633,7.042078322104896e-05,0.0003275261563008024,8.576669549975123e-05,8.080786934436672e-06
Fwd Packets/s,0.12540215225292892,-0.19539133583670829,-0.0029279551383017493,-0.0030559961197146436,-0.02472954696547094,-0.002238833615310737,-0.101283250481896,-0.059172128600555124,-0.0830895776948231,-0.08749888869068717,-0.1895157482688834,-0.15056558981990648,-0.20604094245887994,-0.1789632339900511,0.17122709132100886,0.9948252974303675,-0.13346954790004348,-0.1737692244518115,-0.17793853768424703,-0.018072575118692053,-0.1935799522366086,-0.13707520996287698,-0.16811249788318158,-0.17700731496669422,-0.03469187615646118,-0.12404632712476775,-0.08233891150507339,-0.09790218788602491,-0.10612447261775175,-0.03411392824334068,0.12126868056565432,,,,-0.0033830701856490787,-0.003731032742079014,1.0,0.042872363390121467,-0.11562587794795733,-0.19207073473505037,-0.20867689176209955,-0.1935578994310452,-0.14988222017647965,-0.03844745007312684,0.12126868056565432,-0.0054848220458894375,-0.14613671994489705,0.29923622971302183,-0.05656862771684787,,-0.005496527421099007,-0.2706199599607634,-0.20707747533656126,-0.0830895776948231,-0.20604094245888044,-0.003383070185649078,,,,,,,-0.0029279551383017493,-0.02472954696547094,-0.0030559961197146423,-0.0022388505957564196,-0.10141521464527614,-0.05147518707934503,-0.0023794077948814667,0.1245420892967726,-0.03928551954974186,-0.029960056877986595,-0.04436587208778372,-0.031144600760126026,-0.17307786220923754,-0.03153898628645192,-0.17464774496022933,-0.17033263577689273
 Bwd Packets/s,0.17581403241430235,-0.08580987926834548,-0.001117356951351104,-0.0008413160042852134,-0.009972130259193636,-0.0006674497686478202,-0.037669718874811825,0.10846928523439911,-0.0018808194888423908,-0.04721026277306629,-0.08128671805574561,-0.009025036080125573,-0.08523391482646077,-0.07800248896220152,0.08548487150348612,0.13819793352655885,-0.05861807996573702,-0.07631838896044359,-0.07814909184261647,-0.007936455084644925,-0.08501495979947803,-0.06020317957692293,-0.07383455811117934,-0.07774066572177459,-0.01523676157825884,-0.05447422865756724,-0.03616281976309392,-0.04299790567205769,-0.04660839012979786,-0.014982802868643298,0.004548054625874469,,,,-0.001404785329096732,-0.001078113981611269,0.042872363390121467,1.0,-0.0016532386105211803,-0.08158648500513845,-0.08045028574310044,-0.08108728654489895,-0.06383699580099911,-0.03295541853437215,0.004548054625874468,-0.002401906666505248,-0.06341204239403027,0.0777532971163803,0.19206615699572138,,-0.0024070163483200036,0.13883991319726116,-0.07695610968357026,-0.0018808194888423903,-0.0852339148264612,-0.001404785329096732,,,,,,,-0.001117356951351104,-0.009972130259193636,-0.0008413160042852134,-0.0006674416360906251,-0.03285718641455797,0.06350426183050767,-0.0007493318094434715,-0.013788426475588813,-0.017250804881020907,-0.013156853658521771,-0.01948227572661552,-0.013675519496055815,-0.07601523046138697,-0.013851720316931737,-0.0767047129620337,-0.07480955088542109
 Min Packet Length,-0.13460112426388798,-0.29319285313947807,-0.004991433379413461,-0.00434164068421731,-0.029582413322978666,-0.0037213220522400964,-0.12982236252041118,0.5684471913630347,0.044334402014386876,-0.17901552265598378,-0.2946814220717279,0.6154773519620648,-0.27319075070195253,-0.29822770031646534,0.006658677329683422,-0.11493788167082945,-0.13443892181245604,-0.23478542392803928,-0.2619702095946373,0.005459735575059441,-0.2907280169281382,-0.12337201169673263,-0.2722574006257279,-0.26095149149609614,0.06408703220493825,-0.17033526771706892,-0.028209619565818612,-0.15188746760997565,-0.13205878540723842,0.06275270322790891,-0.018732761552999265,,,,-0.005953328380582997,-0.0052118353238193565,-0.11562587794795733,-0.0016532386105211803,1.0,-0.2987991164029521,-0.24250217187034737,-0.30631139482934405,-0.2512793324196435,-0.15520178820842037,-0.01873276155299926,-0.009166552048557266,-0.24440244904400643,-0.35384071336825434,-0.055854027522489774,,-0.009169034441804905,0.29013103136217644,-0.21584294856755465,0.044334402014386876,-0.2731907507019542,-0.005953328380582997,,,,,,,-0.00499143337941346,-0.029582413322978663,-0.00434164068421731,-0.003721349787912759,-0.2099601326715777,-0.09075941848794973,-0.0035172458616443305,-0.0003092990675712734,-0.057993989152462386,-0.04780029224414271,-0.06821605477548731,-0.044513147915521585,-0.25811391217645013,-0.04546308086543114,-0.2603782257526688,-0.25411490604063136
 Max Packet Length,-0.1842508334153829,0.7150354264392346,0.01535179999723953,0.014904508213866942,0.08194636555014853,0.014879363676920339,0.34407104655664944,-0.16327567930842293,0.2171978014908979,0.3652436474753529,0.9813859902384738,-0.31017175867693486,0.9402653595466487,0.9696871286580526,-0.017784292966164725,-0.19844312449026072,0.39521102012061254,0.7266361952000752,0.7853314880378794,-0.03917298341449195,0.7124949618939731,0.42927957838229475,0.7974098680241642,0.7845161663322496,-0.07152569499493905,0.3129408063593598,0.13291378774546028,0.40936147353225516,0.3832062053256094,-0.06960483964674719,-0.11756852168158972,,,,0.017309171232778107,0.016783010390904934,-0.19207073473505037,-0.08158648500513845,-0.2987991164029521,1.0,0.9278850324619402,0.9890839088791364,0.9414347047088958,0.34573114319511156,-0.11756852168158972,0.0010682839396646809,0.09405484753659715,0.0787676275276557,-0.16930424565146615,,0.0010148531883554218,-0.05643426038914226,0.9209435973282969,0.21719780149089787,0.940265359546646,0.017309171232778107,,,,,,,0.01535179999723953,0.08194636555014853,0.014904508213866947,0.014879302636898352,0.05747252315667422,-0.07326592632660912,0.012747701461598872,-0.04675190415023215,-0.020778566558583043,-0.006759442816222002,-0.010905760600652972,-0.018337680789179946,0.7891870941912285,0.06489678402746489,0.7860454298414109,0.7847687262022942
 Packet Length Mean,-0.1943276250628356,0.6807878123809161,0.018367827157841205,0.018515633932239015,0.09468706342523035,0.018011622999880374,0.34890078195607627,-0.08465139281158389,0.27887209333093066,0.37891385190146787,0.9093623187863695,-0.26610428671559605,0.9468392568245608,0.887934235304423,0.05034898179633738,-0.214858586549798,0.37034769123153416,0.6959265126464329,0.756335508961919,-0.04270697189393735,0.6783107730587037,0.41984871152856346,0.7764066958741801,0.7551179376705924,-0.07129501710809139,0.3037965752580031,0.12416394849590139,0.4001490242644862,0.3836268911802784,-0.06584185742112841,-0.09762348574331153,,,,0.020518386678194316,0.020802219921544424,-0.20867689176209955,-0.08045028574310044,-0.24250217187034737,0.9278850324619402,1.0,0.9544727789016874,0.8440735167644957,0.3523963121193906,-0.09762348574331153,0.0036752338709977,0.1354149844124717,0.013229443263821092,-0.1892761719939894,,0.0036095923981359634,0.05424462689185601,0.9981761304760621,0.27887209333093066,0.9468392568245689,0.020518386678194316,,,,,,,0.018367827157841205,0.09468706342523033,0.018515633932239022,0.0180117990895582,0.09231770968969155,-0.08443443282746678,0.01552133043912895,-0.05006488896107822,-0.013281546589764817,0.008300363012855484,0.0017338444960505281,-0.017506251672601274,0.7600703576798021,0.0529949679805792,0.7564575391750814,0.7566507208031589
 Packet Length Std,-0.18298147570517992,0.7019460584816347,0.008304794976847286,0.007963303480273907,0.06383219468853171,0.008065533377396596,0.33168609197139903,-0.15702387320159736,0.22557088355272753,0.36696574585375025,0.9723236608993883,-0.3072598543869876,0.9562524234975167,0.9720948385734242,-0.0008910335359205856,-0.19987745161806375,0.39625034183937935,0.7289641307614216,0.7848496012881566,-0.0402327913587763,0.6994752537974918,0.43414771160990884,0.8032714249395134,0.7839956945847966,-0.07254781468320318,0.299000683114637,0.1330413298697243,0.41356814396104025,0.38536011352794014,-0.07023502392384462,-0.1130746576244582,,,,0.01003930471051254,0.00966591465962084,-0.1935578994310452,-0.08108728654489895,-0.30631139482934405,0.9890839088791364,0.9544727789016874,1.0,0.9470506920701832,0.35737534283027,-0.1130746576244582,0.001046254058379358,0.1003497126156571,0.07086604962881361,-0.17272689437364622,,0.0009916685391604815,-0.037056660187632734,0.9501563706781765,0.22557088355272759,0.9562524234975104,0.010039304710512538,,,,,,,0.008304794976847288,0.06383219468853171,0.007963303480273907,0.008065820859740046,0.06483020891529478,-0.07722943483935457,0.00610460627065247,-0.044845870271753754,-0.028570489725746197,-0.012933177236934523,-0.021329473935925842,-0.02489112058822149,0.7889864137312851,0.06049468512926577,0.785543174348737,0.7850428472239481
 Packet Length Variance,-0.14403346006186443,0.5799944030297435,0.004404641521400751,0.004059751285089107,0.03964539008214972,0.00494792219338153,0.2541803081011486,-0.13736175233884668,0.17026562412098556,0.2939444845699507,0.9280955592014194,-0.2623657663414463,0.8683478495838322,0.950230091633321,-0.01202061123388545,-0.15484528985566637,0.3581920316218068,0.6440197170568867,0.6822670669582673,-0.030697389208551355,0.5787459261338985,0.3866368583482473,0.7055121941292614,0.6820253319151968,-0.05871862786942184,0.21867243048605262,0.12069362818853607,0.36371065509626693,0.33043515763757875,-0.057740563870593335,-0.09839523631635311,,,,0.005629048780237283,0.005210244326880036,-0.14988222017647965,-0.06383699580099911,-0.2512793324196435,0.9414347047088958,0.8440735167644957,0.9470506920701832,1.0,0.3305898602450673,-0.09839523631635311,-0.005148331484070489,0.009236495428376052,0.09425227534016661,-0.1324497035100995,,-0.005177154771309536,-0.03778048110107462,0.8439054158667065,0.1702656241209856,0.8683478495838187,0.005629048780237284,,,,,,,0.00440464152140075,0.03964539008214971,0.004059751285089107,0.00494832074869607,0.01329924454088096,-0.0737980234195692,0.0028580732525344266,-0.02133289731631213,-0.041320700003915474,-0.03315985086599174,-0.04571362470318772,-0.03136854953230659,0.6869178139711997,0.05133388044737594,0.6837700061669831,0.6838476002303114
FIN Flag Count,-0.07697836462705611,0.32682605793652564,-0.0020416117007159406,-0.0016249683742596117,-0.012231587328761171,-0.0012098709748569621,0.015803441226956944,-0.08719935421835995,-0.008919132484638293,0.04314385764942015,0.35627563526406875,-0.16492849716738914,0.31074280880053023,0.3394324610725346,-0.015122047716705306,-0.04133481280118882,0.21954141402509111,0.3885576232521292,0.4036587410047395,-0.01898070573609186,0.3280576025634561,0.30474654215349745,0.48086359023599334,0.40384898189206614,-0.03804582510542485,0.48026940897350656,0.2812526561592647,0.6835770413953081,0.6679500064853133,-0.034705389937676114,-0.06891508708789255,,,,-0.0022512837255332313,-0.001212410578729771,-0.03844745007312684,-0.03295541853437215,-0.15520178820842037,0.34573114319511156,0.3523963121193906,0.35737534283027,0.3305898602450673,1.0,-0.06891508708789255,-0.006035260521771892,-0.1609146431860143,-0.2663354393040648,-0.08753734229130489,,-0.005783641193649963,0.12232392061472831,0.34985248984302714,-0.008919132484638291,0.31074280880052046,-0.0022512837255332313,,,,,,,-0.002041611700715939,-0.012231587328761171,-0.0016249683742596112,-0.001209763683461459,-0.14630796140018276,-0.05355871578244907,-0.0017468094656446901,-0.3510706524458599,-0.03920773655137664,-0.03281742741298671,-0.04619713862353965,-0.029696961367267467,0.40693168059179985,0.03892115961737072,0.40570673588088046,0.40454584218592965
 SYN Flag Count,0.25570738674003507,-0.06779084969894782,0.004269979239674144,0.004317001804145982,0.017179359052392297,0.004062486284603806,-0.005006257296366087,0.05681933214890758,0.057033885133116136,0.017380265861731376,-0.1278652585509314,-0.06734876852666818,-0.1368723629411628,-0.12261290566452399,0.2067144623874523,0.12069870084321542,0.002200185485313822,-0.04399248996236806,-0.07004607180214444,0.0030374058777958564,-0.06683608562402482,0.01374720750529786,-0.08983517097754362,-0.06965888571423969,0.08595010026536373,-0.011358012327255909,0.07480946158661773,-0.04751665951271382,-0.008261074241979478,0.1158949301952578,1.0,,,,0.003929077948195515,0.003975461179685205,0.12126868056565432,0.004548054625874468,-0.01873276155299926,-0.11756852168158972,-0.09762348574331153,-0.1130746576244582,-0.09839523631635311,-0.06891508708789255,1.0,-0.0038586359739079404,-0.10288056806930367,0.24765973325779075,-0.01745853633298729,,-0.0038668749247295687,-0.14977244952035695,-0.08593830544758906,0.057033885133116136,-0.13687236294115424,0.0039290779481955165,,,,,,,0.004269979239674145,0.017179359052392297,0.004317001804145981,0.0040602018104080595,-0.04556306082728203,-0.028545915973674802,0.00467711481770722,-0.005992595906604964,-0.005760297767648514,0.0031398904236829487,-0.0017640924028862312,-0.010593395485409928,-0.07744321277463548,0.005326081484390035,-0.07627476945413769,-0.07796274766845962
 RST Flag Count,-0.006141872092712597,-0.0010757108923572978,0.0006932576762390461,0.00039286205956819923,0.010245376556740574,0.00021750798284971964,0.02478675317220997,-0.0054073585256626455,0.01847962564338151,0.021904420992906057,0.0006139135742511826,-0.009629547294502409,0.000715805577152138,0.0003833106201565364,-0.0010671749973737662,-0.005671306189120916,-0.003015627060874888,-0.0011762653585327158,0.0007703566252932431,-0.001113232530336196,-0.0014962439598846273,-0.0038674813720703453,-0.0012848243064821326,0.0003247182632868175,-0.002136837739712576,-0.006355034592407824,-0.004697673302235959,-0.005311983799786245,-0.005559899048362376,-0.0021009522440566726,-0.0038586359739079404,,,,0.0006422282397616102,0.0003630775877441559,-0.0054848220458894375,-0.002401906666505248,-0.009166552048557266,0.0010682839396646809,0.0036752338709977,0.001046254058379358,-0.005148331484070489,-0.006035260521771892,-0.0038586359739079404,1.0,0.037505974610372965,-0.015580392997885675,-0.004901317727346404,,0.997869351612849,-0.0146354640605329,0.00295915962553166,0.01847962564338151,0.0007158055771519065,0.0006422282397616103,,,,,,,0.0006932576762390461,0.010245376556740574,0.0003928620595681993,0.00021754230395625278,0.057991277794389715,2.3359332731389276e-06,0.0007679054369319611,-0.019658407608077355,-0.0019958432910438914,-0.0008194363310323893,-0.0019478241314738994,-0.0018972273091017683,-0.010487022724702724,-0.0013599754109115533,-0.010506965297135332,-0.010359311960880031
 PSH Flag Count,-0.1572152711114055,0.07041837301087964,0.007964655867852477,0.007241546226041915,0.07857995423287817,0.004489205426699717,0.25666769117699045,-0.14417325724331337,0.13808981822020605,0.23590822775553988,0.08340486152981552,-0.2560857308846879,0.07258319984927153,0.07530484651369147,-0.027467264394913194,-0.1510835764988612,-0.0829876862610711,-0.14909009953205424,-0.15447387032611956,-0.024439528032943404,0.06088358942660899,-0.11320903412718435,-0.1563951131999177,-0.1581360559026534,-0.05430303897833598,0.23777782896148203,0.021050355383704093,-0.005547844346616426,-0.013172158173579496,-0.022077334158265263,-0.10288056806930367,,,,0.009777659046763233,0.009009608420112067,-0.14613671994489705,-0.06341204239403027,-0.24440244904400643,0.09405484753659715,0.1354149844124717,0.1003497126156571,0.009236495428376052,-0.1609146431860143,-0.10288056806930367,0.037505974610372965,1.0,-0.41171532677963446,-0.13068098558331878,,0.03738769518384248,-0.05872486155942736,0.12426519032164089,0.13808981822020605,0.07258319984929187,0.009777659046763233,,,,,,,0.007964655867852477,0.07857995423287817,0.007241546226041915,0.0044906191871235375,0.7036960420379299,0.18138276181765647,0.005807161196376159,0.0198573720418892,0.23282338061443897,0.16919056523879195,0.25564507766609146,0.19266150648810584,-0.17426848535711925,0.03474540117699511,-0.16614778580181402,-0.17934653581925855
 ACK Flag Count,0.38386883829425883,0.09612596614263806,0.0006717593519864127,0.00024407187442501883,-0.01078676822258228,0.0015539510249159394,-0.028065848178623072,-0.17146991132796455,-0.042397071752978806,0.0034589375214453453,0.0692710807841989,-0.41552310303680845,0.08069114163039395,0.08990531964270593,0.0464534746222528,0.3047359795425101,0.11916100641688787,0.16332727665667263,0.1943097984053341,0.06321561453885342,0.09995259372388013,0.065003616641637,0.15770375439835177,0.19573123647665325,0.005513251605903276,-0.27750692070072014,-0.1525226244913399,-0.22881435794814747,-0.23549744833215433,-0.03409675350455342,0.24765973325779075,,,,0.0006202924990682337,-0.0004340617283943765,0.29923622971302183,0.0777532971163803,-0.35384071336825434,0.0787676275276557,0.013229443263821092,0.07086604962881361,0.09425227534016661,-0.2663354393040648,0.24765973325779075,-0.015580392997885675,-0.41171532677963446,1.0,0.3145824195841157,,-0.01545472894278646,-0.424197277119895,0.007256018739510465,-0.04239707175297881,0.08069114163038582,0.0006202924990682343,,,,,,,0.0006717593519864136,-0.010786768222582278,0.0002440718744250185,0.0015527843887731387,-0.20886269029401297,0.007106179609676331,0.0006218893399211172,0.17724235800774565,-0.0972828773008029,-0.06704625622679847,-0.10398013480608204,-0.08139833432602366,0.19978040192123273,0.0031937305705213408,0.19671013391920283,0.2004989947197327
 URG Flag Count,0.49754183961839465,-0.16871941838585483,-0.00300140634697604,-0.002460349320988735,-0.020988332711197773,-0.0020192517123032504,-0.08699352255716654,-0.029055198591179148,-0.07246432788646787,-0.08474177336517184,-0.16739979647832706,-0.1291336857613245,-0.18140619057035395,-0.1574389956428546,-0.013336604160761394,-0.03766184656128198,-0.09547882839433058,-0.15227435276360982,-0.15251665782149565,0.017136418028789905,-0.1673824269700724,-0.10976012604839423,-0.1471563249903821,-0.15197803863895284,-0.017494656596440363,-0.10713851442833139,-0.07178436736842825,-0.0833634536307226,-0.09014988833092848,-0.030403917756448687,-0.01745853633298729,,,,-0.0036002010968521907,-0.002962460342331561,-0.05656862771684787,0.19206615699572138,-0.055854027522489774,-0.16930424565146615,-0.1892761719939894,-0.17272689437364622,-0.1324497035100995,-0.08753734229130489,-0.01745853633298729,-0.004901317727346404,-0.13068098558331878,0.3145824195841157,1.0,,-0.004911783009894479,0.22122071492418677,-0.19010290445820754,-0.07246432788646787,-0.18140619057035454,-0.0036002010968521907,,,,,,,-0.00300140634697604,-0.020988332711197773,-0.002460349320988735,-0.0020192674815531684,-0.03913253052755908,0.19362915707161368,-0.0022505895853040417,-0.0012788879332125088,-0.0350674048636324,-0.026768322003048794,-0.039618374687983994,-0.027788558701137642,-0.15138828777007585,-0.027510163538812745,-0.1527636861871918,-0.1489879823960613
 CWE Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ECE Flag Count,-0.00615493207916081,-0.0011246556903086195,0.0006909888338612997,0.00039129168127840705,0.010216654828051277,0.0002164505773303498,0.0247044262696295,-0.0054096942587047595,0.018413150068130275,0.021829044456058128,0.000562956930000981,-0.009642825856814809,0.0006606142847437369,0.0003354733689610485,-0.0010694840851832722,-0.0056834079996153,-0.00304391705219531,-0.001219172721763094,0.0007220761688267278,-0.0011156084025831037,-0.001543817523446688,-0.003894899740454168,-0.0013262495092215675,0.00027763131264185313,-0.0021409595050388788,-0.006374088811483186,-0.004709300293413123,-0.005326391059172767,-0.005575938339641741,-0.002105440143178778,-0.0038668749247295687,,,,0.0006398482237188415,0.00036139181205954176,-0.005496527421099007,-0.0024070163483200036,-0.009169034441804905,0.0010148531883554218,0.0036095923981359634,0.0009916685391604815,-0.005177154771309536,-0.005783641193649963,-0.0038668749247295687,0.997869351612849,0.03738769518384248,-0.01545472894278646,-0.004911783009894479,,1.0,-0.014680800994394436,0.0028942369206066245,0.018413150068130275,0.0006606142847435061,0.0006398482237188417,,,,,,,0.0006909888338612997,0.010216654828051277,0.0003912916812784071,0.00021648482066356545,0.05783280183122738,6.916026928027559e-05,0.0007657090428405754,-0.019700382195628977,-0.002001913572256596,-0.0008255617177014681,-0.0019553311919944315,-0.0019013690481861634,-0.010510158867707219,-0.0013653646059380254,-0.010530471365461027,-0.0103819988926074
 Down/Up Ratio,-0.02520053361358618,-0.1438868369422927,0.00298751157701993,0.005375201111300063,-0.00590657688443005,0.004643017125969057,-0.03747517869906824,0.18559669641273877,0.018650303687505483,-0.04195888155466446,-0.04987299548184711,0.34872459695414304,-0.03412535109812063,-0.07921593809108105,-0.03435848143576857,-0.25559367717020065,-0.09264137182600038,-0.09398188304978233,-0.1169734736597456,-0.05513621356810178,-0.1463581871397875,-0.014780674722639364,-0.08732444205967413,-0.11929069173825749,0.030378828241832967,0.07032256766239595,0.07308164708347721,0.10780619681193314,0.1382162512782102,0.04819805620372057,-0.14977244952035695,,,,0.0024691539690912356,0.005742866331198094,-0.2706199599607634,0.13883991319726116,0.29013103136217644,-0.05643426038914226,0.05424462689185601,-0.037056660187632734,-0.03778048110107462,0.12232392061472831,-0.14977244952035695,-0.0146354640605329,-0.05872486155942736,-0.424197277119895,0.22122071492418677,,-0.014680800994394436,1.0,0.06509921574175075,0.018650303687505483,-0.034125351098109574,0.002469153969091236,,,,,,,0.0029875115770199292,-0.005906576884430055,0.0053752011113000625,0.004642967468121291,-0.07882646002809461,0.003886385248174268,0.0038459786469530583,-0.0545256756493677,-0.0537729902074176,-0.04362908176378423,-0.057761712820181256,-0.039280990008504955,-0.10674927327578827,-0.05413862264424301,-0.11198293868115512,-0.10186977356982378
